model,round,symbol,Rank1,Rank2,Rank3,Rank4,Rank5
Chronos T5 Base 200M,8,AVB,0.15,0.25,0.25,0.16,0.19
Chronos T5 Base 200M,8,AVY,0.57,0.29,0.09,0.04,0.01
Chronos T5 Base 200M,8,AXP,0.33,0.23,0.17,0.18,0.09
Chronos T5 Base 200M,8,BDX,0.02,0.23,0.37,0.31,0.07
Chronos T5 Base 200M,8,BF-B,0.0,0.08,0.23,0.43,0.26
Chronos T5 Base 200M,8,BMY,0.1,0.33,0.29,0.25,0.03
Chronos T5 Base 200M,8,BR,0.15,0.3,0.32,0.16,0.07
Chronos T5 Base 200M,8,CARR,0.22,0.27,0.33,0.14,0.04
Chronos T5 Base 200M,8,CDW,0.06,0.23,0.23,0.26,0.22
Chronos T5 Base 200M,8,CE,0.52,0.35,0.06,0.05,0.02
Chronos T5 Base 200M,8,CHTR,0.08,0.23,0.17,0.28,0.24
Chronos T5 Base 200M,8,CNC,0.07,0.26,0.23,0.27,0.17
Chronos T5 Base 200M,8,CNP,0.0,0.02,0.15,0.26,0.57
Chronos T5 Base 200M,8,COP,0.18,0.23,0.14,0.17,0.28
Chronos T5 Base 200M,8,CTAS,0.0,0.09,0.11,0.19,0.61
Chronos T5 Base 200M,8,CZR,1.0,0.0,0.0,0.0,0.0
Chronos T5 Base 200M,8,DG,0.01,0.07,0.22,0.34,0.36
Chronos T5 Base 200M,8,DPZ,0.51,0.37,0.12,0.0,0.0
Chronos T5 Base 200M,8,DRE,0.05,0.3,0.31,0.27,0.07
Chronos T5 Base 200M,8,DXC,0.87,0.07,0.02,0.04,0.0
Chronos T5 Base 200M,8,EWA,0.02,0.34,0.39,0.19,0.06
Chronos T5 Base 200M,8,EWC,0.16,0.27,0.18,0.21,0.18
Chronos T5 Base 200M,8,EWG,0.26,0.41,0.19,0.11,0.03
Chronos T5 Base 200M,8,EWH,0.01,0.38,0.37,0.21,0.03
Chronos T5 Base 200M,8,EWJ,0.0,0.09,0.39,0.43,0.09
Chronos T5 Base 200M,8,EWL,0.04,0.3,0.4,0.24,0.02
Chronos T5 Base 200M,8,EWQ,0.11,0.28,0.3,0.23,0.08
Chronos T5 Base 200M,8,EWT,0.1,0.31,0.3,0.19,0.1
Chronos T5 Base 200M,8,EWU,0.01,0.07,0.39,0.45,0.08
Chronos T5 Base 200M,8,EWY,0.46,0.33,0.19,0.02,0.0
Chronos T5 Base 200M,8,EWZ,0.01,0.05,0.04,0.24,0.66
Chronos T5 Base 200M,8,FTV,0.08,0.2,0.31,0.19,0.22
Chronos T5 Base 200M,8,GOOG,0.25,0.31,0.25,0.12,0.07
Chronos T5 Base 200M,8,GPC,0.0,0.01,0.02,0.13,0.84
Chronos T5 Base 200M,8,GSG,0.0,0.01,0.01,0.02,0.96
Chronos T5 Base 200M,8,HIG,0.72,0.22,0.04,0.02,0.0
Chronos T5 Base 200M,8,HIGH.L,0.0,0.0,0.03,0.48,0.49
Chronos T5 Base 200M,8,HST,0.98,0.02,0.0,0.0,0.0
Chronos T5 Base 200M,8,HYG,0.0,0.07,0.34,0.51,0.08
Chronos T5 Base 200M,8,IAU,0.0,0.02,0.18,0.5,0.3
Chronos T5 Base 200M,8,ICLN,0.71,0.12,0.07,0.07,0.03
Chronos T5 Base 200M,8,IEAA.L,0.0,0.05,0.3,0.53,0.12
Chronos T5 Base 200M,8,IEF,0.0,0.36,0.54,0.08,0.02
Chronos T5 Base 200M,8,IEFM.L,0.06,0.41,0.37,0.16,0.0
Chronos T5 Base 200M,8,IEMG,0.5,0.41,0.09,0.0,0.0
Chronos T5 Base 200M,8,IEUS,0.21,0.5,0.14,0.11,0.04
Chronos T5 Base 200M,8,IEVL.L,0.0,0.0,0.03,0.25,0.72
Chronos T5 Base 200M,8,IGF,0.0,0.01,0.06,0.24,0.69
Chronos T5 Base 200M,8,INDA,0.0,0.09,0.24,0.39,0.28
Chronos T5 Base 200M,8,IUMO.L,0.02,0.11,0.34,0.4,0.13
Chronos T5 Base 200M,8,IUVL.L,0.03,0.25,0.36,0.29,0.07
Chronos T5 Base 200M,8,IVV,0.0,0.04,0.25,0.41,0.3
Chronos T5 Base 200M,8,IWM,0.07,0.35,0.26,0.24,0.08
Chronos T5 Base 200M,8,IXN,0.1,0.17,0.27,0.22,0.24
Chronos T5 Base 200M,8,JPEA.L,0.01,0.07,0.27,0.45,0.2
Chronos T5 Base 200M,8,JPM,0.7,0.22,0.06,0.02,0.0
Chronos T5 Base 200M,8,KR,0.11,0.29,0.28,0.23,0.09
Chronos T5 Base 200M,8,LQD,0.1,0.61,0.2,0.09,0.0
Chronos T5 Base 200M,8,MCHI,0.97,0.02,0.0,0.0,0.01
Chronos T5 Base 200M,8,META,0.99,0.01,0.0,0.0,0.0
Chronos T5 Base 200M,8,MVEU.L,0.0,0.02,0.19,0.45,0.34
Chronos T5 Base 200M,8,OGN,0.15,0.25,0.26,0.18,0.16
Chronos T5 Base 200M,8,PG,0.0,0.22,0.42,0.26,0.1
Chronos T5 Base 200M,8,PPL,0.08,0.27,0.25,0.32,0.08
Chronos T5 Base 200M,8,PRU,0.32,0.4,0.2,0.05,0.03
Chronos T5 Base 200M,8,PYPL,0.53,0.18,0.09,0.09,0.11
Chronos T5 Base 200M,8,RE,0.06,0.17,0.25,0.26,0.26
Chronos T5 Base 200M,8,REET,0.01,0.16,0.46,0.3,0.07
Chronos T5 Base 200M,8,ROL,0.02,0.03,0.12,0.19,0.64
Chronos T5 Base 200M,8,ROST,0.48,0.31,0.1,0.05,0.06
Chronos T5 Base 200M,8,SEGA.L,0.0,0.06,0.54,0.4,0.0
Chronos T5 Base 200M,8,SHY,0.0,0.01,0.16,0.76,0.07
Chronos T5 Base 200M,8,SLV,0.45,0.27,0.14,0.1,0.04
Chronos T5 Base 200M,8,SPMV.L,0.01,0.47,0.35,0.16,0.01
Chronos T5 Base 200M,8,TLT,0.1,0.5,0.33,0.05,0.02
Chronos T5 Base 200M,8,UNH,0.0,0.01,0.06,0.11,0.82
Chronos T5 Base 200M,8,URI,0.37,0.12,0.15,0.13,0.23
Chronos T5 Base 200M,8,V,0.04,0.17,0.26,0.3,0.23
Chronos T5 Base 200M,8,VRSK,0.0,0.0,0.0,0.02,0.98
Chronos T5 Base 200M,8,VXX,1.0,0.0,0.0,0.0,0.0
Chronos T5 Base 200M,8,WRK,0.73,0.19,0.07,0.01,0.0
Chronos T5 Base 200M,8,XLB,0.32,0.43,0.21,0.04,0.0
Chronos T5 Base 200M,8,XLC,0.33,0.42,0.19,0.06,0.0
Chronos T5 Base 200M,8,XLE,0.03,0.11,0.13,0.24,0.49
Chronos T5 Base 200M,8,XLF,0.38,0.47,0.13,0.02,0.0
Chronos T5 Base 200M,8,XLI,0.1,0.44,0.24,0.13,0.09
Chronos T5 Base 200M,8,XLK,0.16,0.31,0.29,0.19,0.05
Chronos T5 Base 200M,8,XLP,0.0,0.0,0.33,0.56,0.11
Chronos T5 Base 200M,8,XLU,0.0,0.0,0.09,0.38,0.53
Chronos T5 Base 200M,8,XLV,0.01,0.23,0.39,0.29,0.08
Chronos T5 Base 200M,8,XLY,0.05,0.22,0.2,0.24,0.29
Chronos T5 Base 200M,8,XOM,0.04,0.03,0.1,0.16,0.67
Chronos T5 Base 200M,9,ABBV,0.0,0.01,0.09,0.2,0.7
Chronos T5 Base 200M,9,ACN,0.01,0.24,0.31,0.26,0.18
Chronos T5 Base 200M,9,AEP,0.0,0.0,0.0,0.03,0.97
Chronos T5 Base 200M,9,AIZ,0.0,0.09,0.13,0.33,0.45
Chronos T5 Base 200M,9,ALLE,0.74,0.21,0.05,0.0,0.0
Chronos T5 Base 200M,9,AMAT,0.39,0.2,0.16,0.14,0.11
Chronos T5 Base 200M,9,AMP,0.11,0.24,0.21,0.27,0.17
Chronos T5 Base 200M,9,AMZN,0.21,0.35,0.28,0.13,0.03
Chronos T5 Base 200M,9,AVB,0.13,0.57,0.17,0.11,0.02
Chronos T5 Base 200M,9,AVY,0.38,0.31,0.24,0.04,0.03
Chronos T5 Base 200M,9,AXP,0.27,0.24,0.18,0.2,0.11
Chronos T5 Base 200M,9,BDX,0.0,0.01,0.13,0.5,0.36
Chronos T5 Base 200M,9,BF-B,0.01,0.25,0.35,0.34,0.05
Chronos T5 Base 200M,9,BMY,0.03,0.36,0.41,0.19,0.01
Chronos T5 Base 200M,9,BR,0.2,0.48,0.2,0.12,0.0
Chronos T5 Base 200M,9,CARR,0.32,0.33,0.23,0.11,0.01
Chronos T5 Base 200M,9,CDW,0.06,0.23,0.3,0.24,0.17
Chronos T5 Base 200M,9,CE,0.76,0.22,0.02,0.0,0.0
Chronos T5 Base 200M,9,CHTR,0.04,0.17,0.11,0.34,0.34
Chronos T5 Base 200M,9,CNC,0.12,0.33,0.29,0.17,0.09
Chronos T5 Base 200M,9,CNP,0.0,0.0,0.04,0.23,0.73
Chronos T5 Base 200M,9,COP,0.43,0.32,0.09,0.09,0.07
Chronos T5 Base 200M,9,CTAS,0.02,0.14,0.16,0.29,0.39
Chronos T5 Base 200M,9,CZR,0.95,0.05,0.0,0.0,0.0
Chronos T5 Base 200M,9,DG,0.0,0.05,0.17,0.4,0.38
Chronos T5 Base 200M,9,DPZ,0.55,0.33,0.1,0.02,0.0
Chronos T5 Base 200M,9,DRE,0.04,0.04,0.13,0.63,0.16
Chronos T5 Base 200M,9,DXC,0.68,0.17,0.07,0.05,0.03
Chronos T5 Base 200M,9,EWA,0.02,0.19,0.37,0.35,0.07
Chronos T5 Base 200M,9,EWC,0.0,0.02,0.11,0.28,0.59
Chronos T5 Base 200M,9,EWG,0.07,0.34,0.27,0.24,0.08
Chronos T5 Base 200M,9,EWH,0.06,0.53,0.35,0.06,0.0
Chronos T5 Base 200M,9,EWJ,0.0,0.18,0.59,0.23,0.0
Chronos T5 Base 200M,9,EWL,0.0,0.2,0.49,0.28,0.03
Chronos T5 Base 200M,9,EWQ,0.06,0.39,0.39,0.14,0.02
Chronos T5 Base 200M,9,EWT,0.08,0.41,0.28,0.18,0.05
Chronos T5 Base 200M,9,EWU,0.01,0.18,0.43,0.31,0.07
Chronos T5 Base 200M,9,EWY,0.99,0.01,0.0,0.0,0.0
Chronos T5 Base 200M,9,EWZ,0.0,0.07,0.12,0.3,0.51
Chronos T5 Base 200M,9,FTV,0.36,0.29,0.25,0.08,0.02
Chronos T5 Base 200M,9,GOOG,0.22,0.42,0.22,0.11,0.03
Chronos T5 Base 200M,9,GPC,0.0,0.01,0.14,0.37,0.48
Chronos T5 Base 200M,9,GSG,0.0,0.05,0.08,0.11,0.76
Chronos T5 Base 200M,9,HIG,0.03,0.14,0.11,0.21,0.51
Chronos T5 Base 200M,9,HIGH.L,0.0,0.01,0.08,0.66,0.25
Chronos T5 Base 200M,9,HST,0.51,0.27,0.12,0.06,0.04
Chronos T5 Base 200M,9,HYG,0.0,0.02,0.45,0.45,0.08
Chronos T5 Base 200M,9,IAU,0.0,0.02,0.44,0.42,0.12
Chronos T5 Base 200M,9,ICLN,0.51,0.26,0.15,0.07,0.01
Chronos T5 Base 200M,9,IEAA.L,0.0,0.01,0.1,0.53,0.36
Chronos T5 Base 200M,9,IEF,0.03,0.46,0.41,0.08,0.02
Chronos T5 Base 200M,9,IEFM.L,0.0,0.01,0.21,0.54,0.24
Chronos T5 Base 200M,9,IEMG,0.31,0.58,0.1,0.01,0.0
Chronos T5 Base 200M,9,IEUS,0.09,0.21,0.29,0.19,0.22
Chronos T5 Base 200M,9,IEVL.L,0.01,0.02,0.22,0.36,0.39
Chronos T5 Base 200M,9,IGF,0.01,0.08,0.31,0.45,0.15
Chronos T5 Base 200M,9,INDA,0.0,0.0,0.05,0.38,0.57
Chronos T5 Base 200M,9,IUMO.L,0.0,0.0,0.07,0.26,0.67
Chronos T5 Base 200M,9,IUVL.L,0.0,0.0,0.0,0.08,0.92
Chronos T5 Base 200M,9,IVV,0.0,0.02,0.19,0.43,0.36
Chronos T5 Base 200M,9,IWM,0.33,0.4,0.2,0.05,0.02
Chronos T5 Base 200M,9,IXN,0.13,0.38,0.28,0.17,0.04
Chronos T5 Base 200M,9,JPEA.L,0.0,0.04,0.37,0.31,0.28
Chronos T5 Base 200M,9,JPM,0.49,0.33,0.1,0.08,0.0
Chronos T5 Base 200M,9,KR,0.0,0.07,0.17,0.35,0.41
Chronos T5 Base 200M,9,LQD,0.28,0.61,0.1,0.01,0.0
Chronos T5 Base 200M,9,MCHI,0.79,0.19,0.01,0.01,0.0
Chronos T5 Base 200M,9,META,1.0,0.0,0.0,0.0,0.0
Chronos T5 Base 200M,9,MVEU.L,0.0,0.0,0.0,0.0,1.0
Chronos T5 Base 200M,9,OGN,0.43,0.32,0.19,0.04,0.02
Chronos T5 Base 200M,9,PG,0.02,0.22,0.51,0.21,0.04
Chronos T5 Base 200M,9,PPL,0.17,0.47,0.28,0.08,0.0
Chronos T5 Base 200M,9,PRU,0.16,0.37,0.24,0.16,0.07
Chronos T5 Base 200M,9,PYPL,0.46,0.25,0.12,0.08,0.09
Chronos T5 Base 200M,9,RE,0.0,0.01,0.06,0.24,0.69
Chronos T5 Base 200M,9,REET,0.01,0.23,0.5,0.25,0.01
Chronos T5 Base 200M,9,ROL,0.1,0.25,0.2,0.29,0.16
Chronos T5 Base 200M,9,ROST,0.61,0.21,0.1,0.06,0.02
Chronos T5 Base 200M,9,SEGA.L,0.0,0.34,0.52,0.14,0.0
Chronos T5 Base 200M,9,SHY,0.0,0.03,0.69,0.28,0.0
Chronos T5 Base 200M,9,SLV,0.7,0.2,0.07,0.03,0.0
Chronos T5 Base 200M,9,SPMV.L,0.0,0.04,0.32,0.46,0.18
Chronos T5 Base 200M,9,TLT,0.25,0.54,0.2,0.01,0.0
Chronos T5 Base 200M,9,UNH,0.0,0.01,0.05,0.34,0.6
Chronos T5 Base 200M,9,URI,0.19,0.16,0.13,0.25,0.27
Chronos T5 Base 200M,9,V,0.08,0.4,0.19,0.27,0.06
Chronos T5 Base 200M,9,VRSK,0.0,0.0,0.01,0.15,0.84
Chronos T5 Base 200M,9,VXX,1.0,0.0,0.0,0.0,0.0
Chronos T5 Base 200M,9,WRK,0.97,0.03,0.0,0.0,0.0
Chronos T5 Base 200M,9,XLB,0.52,0.38,0.09,0.01,0.0
Chronos T5 Base 200M,9,XLC,0.47,0.44,0.08,0.01,0.0
Chronos T5 Base 200M,9,XLE,0.12,0.15,0.27,0.22,0.24
Chronos T5 Base 200M,9,XLF,0.53,0.43,0.03,0.01,0.0
Chronos T5 Base 200M,9,XLI,0.06,0.25,0.36,0.24,0.09
Chronos T5 Base 200M,9,XLK,0.12,0.36,0.31,0.16,0.05
Chronos T5 Base 200M,9,XLP,0.0,0.0,0.35,0.55,0.1
Chronos T5 Base 200M,9,XLU,0.0,0.0,0.0,0.06,0.94
Chronos T5 Base 200M,9,XLV,0.03,0.17,0.44,0.32,0.04
Chronos T5 Base 200M,9,XLY,0.01,0.13,0.28,0.25,0.33
Chronos T5 Base 200M,9,XOM,0.15,0.25,0.17,0.2,0.23
Chronos T5 Base 200M,10,ABBV,0.0,0.0,0.01,0.04,0.95
Chronos T5 Base 200M,10,ACN,0.04,0.2,0.29,0.31,0.16
Chronos T5 Base 200M,10,AEP,0.01,0.02,0.15,0.4,0.42
Chronos T5 Base 200M,10,AIZ,0.0,0.02,0.28,0.27,0.43
Chronos T5 Base 200M,10,ALLE,0.58,0.36,0.05,0.01,0.0
Chronos T5 Base 200M,10,AMAT,0.47,0.2,0.14,0.13,0.06
Chronos T5 Base 200M,10,AMP,0.59,0.29,0.09,0.02,0.01
Chronos T5 Base 200M,10,AMZN,0.21,0.36,0.21,0.14,0.08
Chronos T5 Base 200M,10,AVB,0.59,0.35,0.06,0.0,0.0
Chronos T5 Base 200M,10,AVY,0.46,0.37,0.15,0.01,0.01
Chronos T5 Base 200M,10,AXP,0.39,0.34,0.12,0.09,0.06
Chronos T5 Base 200M,10,BDX,0.05,0.47,0.26,0.17,0.05
Chronos T5 Base 200M,10,BF-B,0.0,0.17,0.42,0.32,0.09
Chronos T5 Base 200M,10,BMY,0.0,0.11,0.36,0.38,0.15
Chronos T5 Base 200M,10,BR,0.06,0.34,0.38,0.17,0.05
Chronos T5 Base 200M,10,CARR,0.46,0.29,0.16,0.09,0.0
Chronos T5 Base 200M,10,CDW,0.12,0.37,0.31,0.17,0.03
Chronos T5 Base 200M,10,CE,0.79,0.15,0.05,0.01,0.0
Chronos T5 Base 200M,10,CHTR,0.0,0.04,0.12,0.23,0.61
Chronos T5 Base 200M,10,CNC,0.03,0.1,0.28,0.32,0.27
Chronos T5 Base 200M,10,CNP,0.0,0.01,0.1,0.3,0.59
Chronos T5 Base 200M,10,COP,0.45,0.41,0.07,0.04,0.03
Chronos T5 Base 200M,10,CTAS,0.01,0.06,0.12,0.32,0.49
Chronos T5 Base 200M,10,CZR,0.9,0.06,0.04,0.0,0.0
Chronos T5 Base 200M,10,DG,0.0,0.06,0.12,0.41,0.41
Chronos T5 Base 200M,10,DPZ,0.29,0.44,0.19,0.07,0.01
Chronos T5 Base 200M,10,DRE,0.0,0.0,0.0,0.03,0.97
Chronos T5 Base 200M,10,DXC,0.51,0.25,0.18,0.04,0.02
Chronos T5 Base 200M,10,EWA,0.24,0.59,0.15,0.01,0.01
Chronos T5 Base 200M,10,EWC,0.99,0.01,0.0,0.0,0.0
Chronos T5 Base 200M,10,EWG,0.52,0.31,0.13,0.02,0.02
Chronos T5 Base 200M,10,EWH,0.0,0.13,0.44,0.36,0.07
Chronos T5 Base 200M,10,EWJ,0.01,0.25,0.55,0.18,0.01
Chronos T5 Base 200M,10,EWL,0.0,0.26,0.39,0.3,0.05
Chronos T5 Base 200M,10,EWQ,0.07,0.26,0.27,0.21,0.19
Chronos T5 Base 200M,10,EWT,0.0,0.12,0.14,0.24,0.5
Chronos T5 Base 200M,10,EWU,0.02,0.24,0.48,0.22,0.04
Chronos T5 Base 200M,10,EWY,0.24,0.4,0.23,0.08,0.05
Chronos T5 Base 200M,10,EWZ,0.0,0.07,0.21,0.31,0.41
Chronos T5 Base 200M,10,FTV,0.08,0.25,0.31,0.19,0.17
Chronos T5 Base 200M,10,GOOG,0.31,0.41,0.22,0.05,0.01
Chronos T5 Base 200M,10,GPC,0.0,0.0,0.02,0.24,0.74
Chronos T5 Base 200M,10,GSG,0.0,0.0,0.0,0.0,1.0
Chronos T5 Base 200M,10,HIG,0.34,0.46,0.17,0.02,0.01
Chronos T5 Base 200M,10,HIGH.L,0.0,0.0,0.02,0.25,0.73
Chronos T5 Base 200M,10,HST,0.22,0.31,0.21,0.15,0.11
Chronos T5 Base 200M,10,HYG,0.0,0.0,0.11,0.68,0.21
Chronos T5 Base 200M,10,IAU,0.0,0.0,0.03,0.63,0.34
Chronos T5 Base 200M,10,ICLN,0.71,0.14,0.08,0.06,0.01
Chronos T5 Base 200M,10,IEAA.L,0.0,0.0,0.08,0.54,0.38
Chronos T5 Base 200M,10,IEF,0.0,0.08,0.55,0.3,0.07
Chronos T5 Base 200M,10,IEFM.L,0.02,0.3,0.49,0.19,0.0
Chronos T5 Base 200M,10,IEMG,0.54,0.42,0.04,0.0,0.0
Chronos T5 Base 200M,10,IEUS,0.37,0.36,0.17,0.06,0.04
Chronos T5 Base 200M,10,IEVL.L,0.0,0.0,0.09,0.39,0.52
Chronos T5 Base 200M,10,IGF,0.0,0.35,0.5,0.14,0.01
Chronos T5 Base 200M,10,INDA,0.0,0.07,0.36,0.44,0.13
Chronos T5 Base 200M,10,IUMO.L,0.0,0.02,0.24,0.42,0.32
Chronos T5 Base 200M,10,IUVL.L,0.0,0.1,0.19,0.41,0.3
Chronos T5 Base 200M,10,IVV,0.0,0.16,0.38,0.34,0.12
Chronos T5 Base 200M,10,IWM,0.29,0.49,0.16,0.06,0.0
Chronos T5 Base 200M,10,IXN,0.34,0.47,0.14,0.05,0.0
Chronos T5 Base 200M,10,JPEA.L,0.0,0.01,0.03,0.46,0.5
Chronos T5 Base 200M,10,JPM,0.49,0.37,0.07,0.06,0.01
Chronos T5 Base 200M,10,KR,0.0,0.22,0.34,0.32,0.12
Chronos T5 Base 200M,10,LQD,0.0,0.24,0.4,0.26,0.1
Chronos T5 Base 200M,10,MCHI,0.19,0.29,0.24,0.18,0.1
Chronos T5 Base 200M,10,META,1.0,0.0,0.0,0.0,0.0
Chronos T5 Base 200M,10,MVEU.L,0.0,0.03,0.37,0.45,0.15
Chronos T5 Base 200M,10,OGN,0.15,0.27,0.26,0.19,0.13
Chronos T5 Base 200M,10,PG,0.0,0.0,0.06,0.34,0.6
Chronos T5 Base 200M,10,PPL,0.01,0.14,0.46,0.33,0.06
Chronos T5 Base 200M,10,PRU,0.17,0.31,0.33,0.18,0.01
Chronos T5 Base 200M,10,PYPL,0.49,0.23,0.14,0.07,0.07
Chronos T5 Base 200M,10,RE,0.01,0.09,0.29,0.28,0.33
Chronos T5 Base 200M,10,REET,0.0,0.12,0.4,0.39,0.09
Chronos T5 Base 200M,10,ROL,0.03,0.16,0.3,0.2,0.31
Chronos T5 Base 200M,10,ROST,0.32,0.36,0.24,0.05,0.03
Chronos T5 Base 200M,10,SEGA.L,0.0,0.05,0.58,0.36,0.01
Chronos T5 Base 200M,10,SHY,0.0,0.01,0.34,0.54,0.11
Chronos T5 Base 200M,10,SLV,0.49,0.3,0.17,0.02,0.02
Chronos T5 Base 200M,10,SPMV.L,0.0,0.0,0.16,0.55,0.29
Chronos T5 Base 200M,10,TLT,0.04,0.37,0.38,0.16,0.05
Chronos T5 Base 200M,10,UNH,0.0,0.0,0.0,0.1,0.9
Chronos T5 Base 200M,10,URI,0.55,0.19,0.16,0.04,0.06
Chronos T5 Base 200M,10,V,0.01,0.2,0.29,0.26,0.24
Chronos T5 Base 200M,10,VRSK,0.0,0.0,0.03,0.08,0.89
Chronos T5 Base 200M,10,VXX,1.0,0.0,0.0,0.0,0.0
Chronos T5 Base 200M,10,WRK,0.18,0.48,0.22,0.09,0.03
Chronos T5 Base 200M,10,XLB,0.36,0.54,0.1,0.0,0.0
Chronos T5 Base 200M,10,XLC,0.98,0.02,0.0,0.0,0.0
Chronos T5 Base 200M,10,XLE,0.0,0.07,0.08,0.24,0.61
Chronos T5 Base 200M,10,XLF,0.43,0.52,0.05,0.0,0.0
Chronos T5 Base 200M,10,XLI,0.1,0.71,0.14,0.02,0.03
Chronos T5 Base 200M,10,XLK,0.64,0.29,0.07,0.0,0.0
Chronos T5 Base 200M,10,XLP,0.0,0.0,0.05,0.67,0.28
Chronos T5 Base 200M,10,XLU,0.0,0.15,0.39,0.35,0.11
Chronos T5 Base 200M,10,XLV,0.0,0.17,0.28,0.39,0.16
Chronos T5 Base 200M,10,XLY,0.04,0.2,0.27,0.22,0.27
Chronos T5 Base 200M,10,XOM,0.0,0.02,0.05,0.12,0.81
Chronos T5 Base 200M,11,ABBV,0.0,0.0,0.0,0.0,1.0
Chronos T5 Base 200M,11,ACN,0.28,0.41,0.21,0.09,0.01
Chronos T5 Base 200M,11,AEP,0.0,0.0,0.0,0.01,0.99
Chronos T5 Base 200M,11,AIZ,0.0,0.07,0.14,0.25,0.54
Chronos T5 Base 200M,11,ALLE,0.87,0.13,0.0,0.0,0.0
Chronos T5 Base 200M,11,AMAT,0.44,0.23,0.09,0.16,0.08
Chronos T5 Base 200M,11,AMP,0.07,0.33,0.22,0.24,0.14
Chronos T5 Base 200M,11,AMZN,0.54,0.26,0.12,0.05,0.03
Chronos T5 Base 200M,11,AVB,0.4,0.38,0.18,0.04,0.0
Chronos T5 Base 200M,11,AVY,0.45,0.38,0.12,0.04,0.01
Chronos T5 Base 200M,11,AXP,0.39,0.26,0.17,0.12,0.06
Chronos T5 Base 200M,11,BDX,0.0,0.14,0.27,0.33,0.26
Chronos T5 Base 200M,11,BF-B,0.1,0.37,0.29,0.23,0.01
Chronos T5 Base 200M,11,BMY,0.14,0.43,0.35,0.08,0.0
Chronos T5 Base 200M,11,BR,0.25,0.44,0.21,0.09,0.01
Chronos T5 Base 200M,11,CARR,0.04,0.33,0.3,0.25,0.08
Chronos T5 Base 200M,11,CDW,0.14,0.43,0.24,0.16,0.03
Chronos T5 Base 200M,11,CE,0.56,0.34,0.06,0.03,0.01
Chronos T5 Base 200M,11,CHTR,0.11,0.22,0.21,0.25,0.21
Chronos T5 Base 200M,11,CNC,0.03,0.26,0.25,0.29,0.17
Chronos T5 Base 200M,11,CNP,0.0,0.01,0.1,0.18,0.71
Chronos T5 Base 200M,11,COP,0.02,0.04,0.04,0.18,0.72
Chronos T5 Base 200M,11,CTAS,0.01,0.04,0.07,0.42,0.46
Chronos T5 Base 200M,11,CZR,0.99,0.01,0.0,0.0,0.0
Chronos T5 Base 200M,11,DG,0.02,0.28,0.31,0.33,0.06
Chronos T5 Base 200M,11,DPZ,0.86,0.1,0.03,0.01,0.0
Chronos T5 Base 200M,11,DRE,0.0,0.0,0.0,0.96,0.04
Chronos T5 Base 200M,11,DXC,0.72,0.16,0.09,0.02,0.01
Chronos T5 Base 200M,11,EWA,0.02,0.31,0.33,0.25,0.09
Chronos T5 Base 200M,11,EWC,0.17,0.38,0.24,0.16,0.05
Chronos T5 Base 200M,11,EWG,0.04,0.07,0.2,0.34,0.35
Chronos T5 Base 200M,11,EWH,0.0,0.07,0.24,0.32,0.37
Chronos T5 Base 200M,11,EWJ,0.0,0.18,0.48,0.31,0.03
Chronos T5 Base 200M,11,EWL,0.0,0.37,0.35,0.24,0.04
Chronos T5 Base 200M,11,EWQ,0.04,0.22,0.26,0.31,0.17
Chronos T5 Base 200M,11,EWT,0.0,0.05,0.13,0.34,0.48
Chronos T5 Base 200M,11,EWU,0.0,0.01,0.19,0.5,0.3
Chronos T5 Base 200M,11,EWY,0.81,0.19,0.0,0.0,0.0
Chronos T5 Base 200M,11,EWZ,0.04,0.08,0.08,0.25,0.55
Chronos T5 Base 200M,11,FTV,0.04,0.21,0.28,0.29,0.18
Chronos T5 Base 200M,11,GOOG,0.75,0.23,0.01,0.01,0.0
Chronos T5 Base 200M,11,GPC,0.0,0.01,0.03,0.21,0.75
Chronos T5 Base 200M,11,GSG,0.01,0.17,0.21,0.35,0.26
Chronos T5 Base 200M,11,HIG,0.03,0.24,0.22,0.22,0.29
Chronos T5 Base 200M,11,HIGH.L,0.0,0.02,0.16,0.67,0.15
Chronos T5 Base 200M,11,HST,0.29,0.42,0.17,0.11,0.01
Chronos T5 Base 200M,11,HYG,0.0,0.27,0.61,0.11,0.01
Chronos T5 Base 200M,11,IAU,0.0,0.0,0.28,0.52,0.2
Chronos T5 Base 200M,11,ICLN,0.52,0.28,0.1,0.05,0.05
Chronos T5 Base 200M,11,IEAA.L,0.0,0.01,0.23,0.53,0.23
Chronos T5 Base 200M,11,IEF,0.04,0.6,0.28,0.06,0.02
Chronos T5 Base 200M,11,IEFM.L,0.01,0.14,0.32,0.51,0.02
Chronos T5 Base 200M,11,IEMG,0.68,0.31,0.01,0.0,0.0
Chronos T5 Base 200M,11,IEUS,0.03,0.2,0.23,0.16,0.38
Chronos T5 Base 200M,11,IEVL.L,0.0,0.0,0.02,0.28,0.7
Chronos T5 Base 200M,11,IGF,0.0,0.03,0.2,0.3,0.47
Chronos T5 Base 200M,11,INDA,0.01,0.2,0.36,0.33,0.1
Chronos T5 Base 200M,11,IUMO.L,0.01,0.11,0.34,0.44,0.1
Chronos T5 Base 200M,11,IUVL.L,0.0,0.0,0.0,0.02,0.98
Chronos T5 Base 200M,11,IVV,0.05,0.44,0.4,0.11,0.0
Chronos T5 Base 200M,11,IWM,0.26,0.44,0.23,0.07,0.0
Chronos T5 Base 200M,11,IXN,0.68,0.29,0.02,0.01,0.0
