model,round,symbol,Rank1,Rank2,Rank3,Rank4,Rank5
Financial Chronos Small 46M 2021 Global,7,CARR,0.34,0.29,0.24,0.12,0.01
Financial Chronos Small 46M 2021 Global,7,CDW,0.3,0.31,0.22,0.14,0.03
Financial Chronos Small 46M 2021 Global,7,CE,0.49,0.24,0.12,0.08,0.07
Financial Chronos Small 46M 2021 Global,7,CHTR,0.27,0.2,0.06,0.2,0.27
Financial Chronos Small 46M 2021 Global,7,CNC,0.19,0.15,0.17,0.19,0.3
Financial Chronos Small 46M 2021 Global,7,CNP,0.2,0.14,0.18,0.27,0.21
Financial Chronos Small 46M 2021 Global,7,COP,0.56,0.09,0.06,0.06,0.23
Financial Chronos Small 46M 2021 Global,7,CTAS,0.09,0.44,0.38,0.06,0.03
Financial Chronos Small 46M 2021 Global,7,CZR,0.47,0.08,0.07,0.08,0.3
Financial Chronos Small 46M 2021 Global,7,DG,0.17,0.17,0.23,0.21,0.22
Financial Chronos Small 46M 2021 Global,7,DPZ,0.13,0.44,0.34,0.08,0.01
Financial Chronos Small 46M 2021 Global,7,DRE,0.13,0.53,0.28,0.06,0.0
Financial Chronos Small 46M 2021 Global,7,DXC,0.41,0.06,0.17,0.16,0.2
Financial Chronos Small 46M 2021 Global,7,EWA,0.16,0.07,0.08,0.18,0.51
Financial Chronos Small 46M 2021 Global,7,EWC,0.21,0.13,0.14,0.31,0.21
Financial Chronos Small 46M 2021 Global,7,EWG,0.27,0.08,0.09,0.16,0.4
Financial Chronos Small 46M 2021 Global,7,EWH,0.34,0.16,0.13,0.19,0.18
Financial Chronos Small 46M 2021 Global,7,EWJ,0.03,0.14,0.17,0.29,0.37
Financial Chronos Small 46M 2021 Global,7,EWL,0.11,0.11,0.15,0.3,0.33
Financial Chronos Small 46M 2021 Global,7,EWQ,0.2,0.12,0.11,0.26,0.31
Financial Chronos Small 46M 2021 Global,7,EWT,0.06,0.14,0.05,0.28,0.47
Financial Chronos Small 46M 2021 Global,7,EWU,0.12,0.12,0.16,0.32,0.28
Financial Chronos Small 46M 2021 Global,7,EWY,0.27,0.11,0.04,0.11,0.47
Financial Chronos Small 46M 2021 Global,7,EWZ,0.3,0.15,0.13,0.15,0.27
Financial Chronos Small 46M 2021 Global,7,FTV,0.21,0.33,0.3,0.14,0.02
Financial Chronos Small 46M 2021 Global,7,GOOG,0.04,0.58,0.25,0.04,0.09
Financial Chronos Small 46M 2021 Global,7,GPC,0.12,0.2,0.39,0.2,0.09
Financial Chronos Small 46M 2021 Global,7,GSG,0.17,0.07,0.15,0.18,0.43
Financial Chronos Small 46M 2021 Global,7,HIG,0.23,0.13,0.11,0.3,0.23
Financial Chronos Small 46M 2021 Global,7,HIGH.L,0.12,0.24,0.26,0.3,0.08
Financial Chronos Small 46M 2021 Global,7,HST,0.23,0.09,0.15,0.13,0.4
Financial Chronos Small 46M 2021 Global,7,HYG,0.1,0.31,0.34,0.22,0.03
Financial Chronos Small 46M 2021 Global,7,IAU,0.22,0.25,0.16,0.27,0.1
Financial Chronos Small 46M 2021 Global,7,ICLN,0.33,0.15,0.15,0.19,0.18
Financial Chronos Small 46M 2021 Global,7,IEAA.L,0.29,0.4,0.22,0.07,0.02
Financial Chronos Small 46M 2021 Global,7,IEF,0.23,0.3,0.24,0.14,0.09
Financial Chronos Small 46M 2021 Global,7,IEFM.L,0.07,0.32,0.44,0.13,0.04
Financial Chronos Small 46M 2021 Global,7,IEMG,0.03,0.09,0.22,0.24,0.42
Financial Chronos Small 46M 2021 Global,7,IEUS,0.0,0.04,0.01,0.02,0.93
Financial Chronos Small 46M 2021 Global,7,IEVL.L,0.12,0.14,0.19,0.4,0.15
Financial Chronos Small 46M 2021 Global,7,IGF,0.08,0.11,0.28,0.25,0.28
Financial Chronos Small 46M 2021 Global,7,INDA,0.1,0.19,0.24,0.31,0.16
Financial Chronos Small 46M 2021 Global,7,IUMO.L,0.07,0.14,0.13,0.35,0.31
Financial Chronos Small 46M 2021 Global,7,IUVL.L,0.04,0.19,0.22,0.42,0.13
Financial Chronos Small 46M 2021 Global,7,IVV,0.01,0.06,0.16,0.4,0.37
Financial Chronos Small 46M 2021 Global,7,IWM,0.0,0.02,0.05,0.34,0.59
Financial Chronos Small 46M 2021 Global,7,IXN,0.01,0.0,0.04,0.1,0.85
Financial Chronos Small 46M 2021 Global,7,JPEA.L,0.11,0.12,0.15,0.36,0.26
Financial Chronos Small 46M 2021 Global,7,JPM,0.45,0.25,0.13,0.07,0.1
Financial Chronos Small 46M 2021 Global,7,KR,0.38,0.19,0.17,0.16,0.1
Financial Chronos Small 46M 2021 Global,7,LQD,0.06,0.33,0.19,0.38,0.04
Financial Chronos Small 46M 2021 Global,7,MCHI,0.37,0.29,0.14,0.12,0.08
Financial Chronos Small 46M 2021 Global,7,META,0.25,0.29,0.15,0.09,0.22
Financial Chronos Small 46M 2021 Global,7,MVEU.L,0.01,0.03,0.28,0.59,0.09
Financial Chronos Small 46M 2021 Global,7,OGN,0.57,0.22,0.19,0.01,0.01
Financial Chronos Small 46M 2021 Global,7,PG,0.15,0.34,0.18,0.19,0.14
Financial Chronos Small 46M 2021 Global,7,PPL,0.2,0.18,0.18,0.22,0.22
Financial Chronos Small 46M 2021 Global,7,PRU,0.13,0.25,0.18,0.29,0.15
Financial Chronos Small 46M 2021 Global,7,PYPL,0.56,0.08,0.1,0.08,0.18
Financial Chronos Small 46M 2021 Global,7,RE,0.19,0.26,0.21,0.25,0.09
Financial Chronos Small 46M 2021 Global,7,REET,0.21,0.15,0.18,0.18,0.28
Financial Chronos Small 46M 2021 Global,7,ROL,0.19,0.36,0.18,0.17,0.1
Financial Chronos Small 46M 2021 Global,7,ROST,0.34,0.19,0.05,0.16,0.26
Financial Chronos Small 46M 2021 Global,7,SEGA.L,0.52,0.43,0.05,0.0,0.0
Financial Chronos Small 46M 2021 Global,7,SHY,0.05,0.42,0.51,0.02,0.0
Financial Chronos Small 46M 2021 Global,7,SLV,0.46,0.13,0.1,0.14,0.17
Financial Chronos Small 46M 2021 Global,7,SPMV.L,0.01,0.1,0.25,0.48,0.16
Financial Chronos Small 46M 2021 Global,7,TLT,0.64,0.16,0.07,0.08,0.05
Financial Chronos Small 46M 2021 Global,7,UNH,0.09,0.27,0.3,0.25,0.09
Financial Chronos Small 46M 2021 Global,7,URI,0.16,0.17,0.22,0.28,0.17
Financial Chronos Small 46M 2021 Global,7,V,0.23,0.16,0.17,0.2,0.24
Financial Chronos Small 46M 2021 Global,7,VRSK,0.03,0.28,0.39,0.26,0.04
Financial Chronos Small 46M 2021 Global,7,VXX,0.77,0.05,0.07,0.03,0.08
Financial Chronos Small 46M 2021 Global,7,WRK,0.34,0.13,0.16,0.18,0.19
Financial Chronos Small 46M 2021 Global,7,XLB,0.09,0.11,0.18,0.37,0.25
Financial Chronos Small 46M 2021 Global,7,XLC,0.02,0.05,0.12,0.12,0.69
Financial Chronos Small 46M 2021 Global,7,XLE,0.26,0.24,0.25,0.2,0.05
Financial Chronos Small 46M 2021 Global,7,XLF,0.11,0.13,0.23,0.26,0.27
Financial Chronos Small 46M 2021 Global,7,XLI,0.07,0.24,0.27,0.37,0.05
Financial Chronos Small 46M 2021 Global,7,XLK,0.03,0.02,0.16,0.35,0.44
Financial Chronos Small 46M 2021 Global,7,XLP,0.0,0.21,0.5,0.27,0.02
Financial Chronos Small 46M 2021 Global,7,XLU,0.19,0.37,0.33,0.1,0.01
Financial Chronos Small 46M 2021 Global,7,XLV,0.07,0.12,0.43,0.28,0.1
Financial Chronos Small 46M 2021 Global,7,XLY,0.0,0.06,0.03,0.13,0.78
Financial Chronos Small 46M 2021 Global,7,XOM,0.18,0.09,0.22,0.19,0.32
Financial Chronos Small 46M 2021 Global,8,ABBV,0.17,0.18,0.23,0.3,0.12
Financial Chronos Small 46M 2021 Global,8,ACN,0.37,0.32,0.22,0.06,0.03
Financial Chronos Small 46M 2021 Global,8,AEP,0.05,0.29,0.37,0.23,0.06
Financial Chronos Small 46M 2021 Global,8,AIZ,0.04,0.32,0.33,0.29,0.02
Financial Chronos Small 46M 2021 Global,8,ALLE,0.33,0.35,0.25,0.04,0.03
Financial Chronos Small 46M 2021 Global,8,AMAT,0.4,0.19,0.12,0.11,0.18
Financial Chronos Small 46M 2021 Global,8,AMP,0.05,0.18,0.33,0.38,0.06
Financial Chronos Small 46M 2021 Global,8,AMZN,0.45,0.23,0.17,0.08,0.07
Financial Chronos Small 46M 2021 Global,8,AVB,0.25,0.21,0.11,0.13,0.3
Financial Chronos Small 46M 2021 Global,8,AVY,0.1,0.34,0.36,0.16,0.04
Financial Chronos Small 46M 2021 Global,8,AXP,0.19,0.18,0.37,0.19,0.07
Financial Chronos Small 46M 2021 Global,8,BDX,0.18,0.23,0.3,0.22,0.07
Financial Chronos Small 46M 2021 Global,8,BF-B,0.09,0.26,0.36,0.23,0.06
Financial Chronos Small 46M 2021 Global,8,BMY,0.15,0.35,0.43,0.06,0.01
Financial Chronos Small 46M 2021 Global,8,BR,0.05,0.15,0.32,0.35,0.13
Financial Chronos Small 46M 2021 Global,8,CARR,0.19,0.38,0.35,0.07,0.01
Financial Chronos Small 46M 2021 Global,8,CDW,0.27,0.5,0.18,0.04,0.01
Financial Chronos Small 46M 2021 Global,8,CE,0.35,0.14,0.12,0.19,0.2
Financial Chronos Small 46M 2021 Global,8,CHTR,0.38,0.16,0.11,0.15,0.2
Financial Chronos Small 46M 2021 Global,8,CNC,0.19,0.16,0.18,0.19,0.28
Financial Chronos Small 46M 2021 Global,8,CNP,0.2,0.09,0.18,0.23,0.3
Financial Chronos Small 46M 2021 Global,8,COP,0.33,0.07,0.06,0.12,0.42
Financial Chronos Small 46M 2021 Global,8,CTAS,0.09,0.28,0.48,0.13,0.02
Financial Chronos Small 46M 2021 Global,8,CZR,0.26,0.13,0.13,0.07,0.41
Financial Chronos Small 46M 2021 Global,8,DG,0.19,0.29,0.42,0.08,0.02
Financial Chronos Small 46M 2021 Global,8,DPZ,0.18,0.52,0.24,0.04,0.02
Financial Chronos Small 46M 2021 Global,8,DRE,0.03,0.28,0.43,0.18,0.08
Financial Chronos Small 46M 2021 Global,8,DXC,0.42,0.09,0.07,0.17,0.25
Financial Chronos Small 46M 2021 Global,8,EWA,0.16,0.1,0.14,0.18,0.42
Financial Chronos Small 46M 2021 Global,8,EWC,0.02,0.03,0.05,0.21,0.69
Financial Chronos Small 46M 2021 Global,8,EWG,0.1,0.1,0.11,0.27,0.42
Financial Chronos Small 46M 2021 Global,8,EWH,0.35,0.08,0.11,0.2,0.26
Financial Chronos Small 46M 2021 Global,8,EWJ,0.13,0.23,0.21,0.22,0.21
Financial Chronos Small 46M 2021 Global,8,EWL,0.2,0.18,0.16,0.33,0.13
Financial Chronos Small 46M 2021 Global,8,EWQ,0.25,0.2,0.16,0.21,0.18
Financial Chronos Small 46M 2021 Global,8,EWT,0.02,0.08,0.1,0.06,0.74
Financial Chronos Small 46M 2021 Global,8,EWU,0.13,0.08,0.17,0.25,0.37
Financial Chronos Small 46M 2021 Global,8,EWY,0.28,0.07,0.13,0.16,0.36
Financial Chronos Small 46M 2021 Global,8,EWZ,0.29,0.15,0.14,0.19,0.23
Financial Chronos Small 46M 2021 Global,8,FTV,0.29,0.25,0.18,0.21,0.07
Financial Chronos Small 46M 2021 Global,8,GOOG,0.11,0.43,0.39,0.02,0.05
Financial Chronos Small 46M 2021 Global,8,GPC,0.02,0.12,0.31,0.46,0.09
Financial Chronos Small 46M 2021 Global,8,GSG,0.2,0.07,0.08,0.24,0.41
Financial Chronos Small 46M 2021 Global,8,HIG,0.14,0.16,0.22,0.35,0.13
Financial Chronos Small 46M 2021 Global,8,HIGH.L,0.04,0.21,0.29,0.36,0.1
Financial Chronos Small 46M 2021 Global,8,HST,0.27,0.11,0.12,0.2,0.3
Financial Chronos Small 46M 2021 Global,8,HYG,0.04,0.28,0.4,0.27,0.01
Financial Chronos Small 46M 2021 Global,8,IAU,0.27,0.2,0.08,0.32,0.13
Financial Chronos Small 46M 2021 Global,8,ICLN,0.33,0.18,0.06,0.19,0.24
Financial Chronos Small 46M 2021 Global,8,IEAA.L,0.22,0.44,0.2,0.13,0.01
Financial Chronos Small 46M 2021 Global,8,IEF,0.21,0.35,0.21,0.21,0.02
Financial Chronos Small 46M 2021 Global,8,IEFM.L,0.12,0.24,0.41,0.22,0.01
Financial Chronos Small 46M 2021 Global,8,IEMG,0.32,0.19,0.15,0.23,0.11
Financial Chronos Small 46M 2021 Global,8,IEUS,0.01,0.06,0.15,0.06,0.72
Financial Chronos Small 46M 2021 Global,8,IEVL.L,0.08,0.16,0.16,0.3,0.3
Financial Chronos Small 46M 2021 Global,8,IGF,0.19,0.16,0.14,0.34,0.17
Financial Chronos Small 46M 2021 Global,8,INDA,0.13,0.08,0.28,0.35,0.16
Financial Chronos Small 46M 2021 Global,8,IUMO.L,0.06,0.22,0.16,0.3,0.26
Financial Chronos Small 46M 2021 Global,8,IUVL.L,0.07,0.1,0.12,0.12,0.59
Financial Chronos Small 46M 2021 Global,8,IVV,0.18,0.1,0.08,0.18,0.46
Financial Chronos Small 46M 2021 Global,8,IWM,0.0,0.08,0.08,0.35,0.49
Financial Chronos Small 46M 2021 Global,8,IXN,0.03,0.13,0.19,0.13,0.52
Financial Chronos Small 46M 2021 Global,8,JPEA.L,0.2,0.15,0.2,0.28,0.17
Financial Chronos Small 46M 2021 Global,8,JPM,0.4,0.35,0.14,0.07,0.04
Financial Chronos Small 46M 2021 Global,8,KR,0.36,0.13,0.19,0.25,0.07
Financial Chronos Small 46M 2021 Global,8,LQD,0.17,0.27,0.18,0.3,0.08
Financial Chronos Small 46M 2021 Global,8,MCHI,0.22,0.31,0.32,0.12,0.03
Financial Chronos Small 46M 2021 Global,8,META,0.4,0.19,0.2,0.09,0.12
Financial Chronos Small 46M 2021 Global,8,MVEU.L,0.09,0.18,0.17,0.29,0.27
Financial Chronos Small 46M 2021 Global,8,OGN,0.39,0.35,0.16,0.07,0.03
Financial Chronos Small 46M 2021 Global,8,PG,0.25,0.24,0.21,0.19,0.11
Financial Chronos Small 46M 2021 Global,8,PPL,0.23,0.14,0.19,0.28,0.16
Financial Chronos Small 46M 2021 Global,8,PRU,0.08,0.28,0.21,0.32,0.11
Financial Chronos Small 46M 2021 Global,8,PYPL,0.48,0.11,0.15,0.13,0.13
Financial Chronos Small 46M 2021 Global,8,RE,0.09,0.22,0.17,0.4,0.12
Financial Chronos Small 46M 2021 Global,8,REET,0.21,0.17,0.14,0.21,0.27
Financial Chronos Small 46M 2021 Global,8,ROL,0.15,0.29,0.19,0.27,0.1
Financial Chronos Small 46M 2021 Global,8,ROST,0.22,0.33,0.21,0.21,0.03
Financial Chronos Small 46M 2021 Global,8,SEGA.L,0.54,0.37,0.07,0.02,0.0
Financial Chronos Small 46M 2021 Global,8,SHY,0.03,0.47,0.43,0.07,0.0
Financial Chronos Small 46M 2021 Global,8,SLV,0.37,0.15,0.12,0.14,0.22
Financial Chronos Small 46M 2021 Global,8,SPMV.L,0.13,0.06,0.08,0.2,0.53
Financial Chronos Small 46M 2021 Global,8,TLT,0.77,0.11,0.03,0.06,0.03
Financial Chronos Small 46M 2021 Global,8,UNH,0.1,0.2,0.31,0.3,0.09
Financial Chronos Small 46M 2021 Global,8,URI,0.31,0.16,0.11,0.25,0.17
Financial Chronos Small 46M 2021 Global,8,V,0.43,0.1,0.06,0.19,0.22
Financial Chronos Small 46M 2021 Global,8,VRSK,0.04,0.24,0.45,0.27,0.0
Financial Chronos Small 46M 2021 Global,8,VXX,0.82,0.07,0.03,0.03,0.05
Financial Chronos Small 46M 2021 Global,8,WRK,0.16,0.21,0.14,0.35,0.14
Financial Chronos Small 46M 2021 Global,8,XLB,0.11,0.12,0.16,0.19,0.42
Financial Chronos Small 46M 2021 Global,8,XLC,0.22,0.2,0.15,0.1,0.33
Financial Chronos Small 46M 2021 Global,8,XLE,0.05,0.05,0.07,0.23,0.6
Financial Chronos Small 46M 2021 Global,8,XLF,0.14,0.13,0.09,0.31,0.33
Financial Chronos Small 46M 2021 Global,8,XLI,0.03,0.07,0.15,0.22,0.53
Financial Chronos Small 46M 2021 Global,8,XLK,0.14,0.08,0.14,0.13,0.51
Financial Chronos Small 46M 2021 Global,8,XLP,0.1,0.34,0.43,0.12,0.01
Financial Chronos Small 46M 2021 Global,8,XLU,0.06,0.21,0.3,0.33,0.1
Financial Chronos Small 46M 2021 Global,8,XLV,0.15,0.28,0.27,0.25,0.05
Financial Chronos Small 46M 2021 Global,8,XLY,0.01,0.12,0.12,0.25,0.5
Financial Chronos Small 46M 2021 Global,8,XOM,0.14,0.06,0.1,0.2,0.5
Financial Chronos Small 46M 2021 Global,9,ABBV,0.03,0.1,0.31,0.49,0.07
Financial Chronos Small 46M 2021 Global,9,ACN,0.53,0.24,0.14,0.06,0.03
Financial Chronos Small 46M 2021 Global,9,AEP,0.04,0.1,0.28,0.35,0.23
Financial Chronos Small 46M 2021 Global,9,AIZ,0.03,0.17,0.4,0.31,0.09
Financial Chronos Small 46M 2021 Global,9,ALLE,0.09,0.44,0.3,0.13,0.04
Financial Chronos Small 46M 2021 Global,9,AMAT,0.36,0.16,0.16,0.16,0.16
Financial Chronos Small 46M 2021 Global,9,AMP,0.07,0.32,0.29,0.2,0.12
Financial Chronos Small 46M 2021 Global,9,AMZN,0.44,0.22,0.17,0.07,0.1
Financial Chronos Small 46M 2021 Global,9,AVB,0.16,0.1,0.17,0.2,0.37
Financial Chronos Small 46M 2021 Global,9,AVY,0.34,0.36,0.21,0.07,0.02
Financial Chronos Small 46M 2021 Global,9,AXP,0.24,0.27,0.25,0.17,0.07
Financial Chronos Small 46M 2021 Global,9,BDX,0.2,0.37,0.19,0.2,0.04
Financial Chronos Small 46M 2021 Global,9,BF-B,0.05,0.28,0.4,0.21,0.06
Financial Chronos Small 46M 2021 Global,9,BMY,0.15,0.35,0.28,0.18,0.04
Financial Chronos Small 46M 2021 Global,9,BR,0.33,0.27,0.17,0.14,0.09
Financial Chronos Small 46M 2021 Global,9,CARR,0.2,0.4,0.25,0.09,0.06
Financial Chronos Small 46M 2021 Global,9,CDW,0.55,0.24,0.15,0.03,0.03
Financial Chronos Small 46M 2021 Global,9,CE,0.5,0.14,0.12,0.1,0.14
Financial Chronos Small 46M 2021 Global,9,CHTR,0.23,0.16,0.12,0.17,0.32
Financial Chronos Small 46M 2021 Global,9,CNC,0.27,0.24,0.21,0.18,0.1
Financial Chronos Small 46M 2021 Global,9,CNP,0.1,0.11,0.15,0.24,0.4
Financial Chronos Small 46M 2021 Global,9,COP,0.24,0.07,0.1,0.16,0.43
Financial Chronos Small 46M 2021 Global,9,CTAS,0.08,0.28,0.39,0.23,0.02
Financial Chronos Small 46M 2021 Global,9,CZR,0.5,0.06,0.1,0.07,0.27
Financial Chronos Small 46M 2021 Global,9,DG,0.03,0.19,0.48,0.26,0.04
Financial Chronos Small 46M 2021 Global,9,DPZ,0.24,0.34,0.33,0.05,0.04
Financial Chronos Small 46M 2021 Global,9,DRE,0.03,0.02,0.72,0.12,0.11
Financial Chronos Small 46M 2021 Global,9,DXC,0.24,0.18,0.07,0.2,0.31
Financial Chronos Small 46M 2021 Global,9,EWA,0.21,0.15,0.12,0.22,0.3
Financial Chronos Small 46M 2021 Global,9,EWC,0.03,0.09,0.06,0.13,0.69
Financial Chronos Small 46M 2021 Global,9,EWG,0.08,0.13,0.04,0.24,0.51
Financial Chronos Small 46M 2021 Global,9,EWH,0.23,0.14,0.12,0.26,0.25
Financial Chronos Small 46M 2021 Global,9,EWJ,0.09,0.16,0.08,0.3,0.37
Financial Chronos Small 46M 2021 Global,9,EWL,0.16,0.25,0.21,0.25,0.13
Financial Chronos Small 46M 2021 Global,9,EWQ,0.06,0.09,0.17,0.26,0.42
Financial Chronos Small 46M 2021 Global,9,EWT,0.0,0.07,0.19,0.05,0.69
Financial Chronos Small 46M 2021 Global,9,EWU,0.08,0.17,0.09,0.37,0.29
Financial Chronos Small 46M 2021 Global,9,EWY,0.29,0.13,0.12,0.18,0.28
Financial Chronos Small 46M 2021 Global,9,EWZ,0.26,0.21,0.19,0.19,0.15
Financial Chronos Small 46M 2021 Global,9,FTV,0.32,0.24,0.11,0.2,0.13
Financial Chronos Small 46M 2021 Global,9,GOOG,0.06,0.39,0.39,0.1,0.06
Financial Chronos Small 46M 2021 Global,9,GPC,0.08,0.16,0.31,0.24,0.21
Financial Chronos Small 46M 2021 Global,9,GSG,0.14,0.11,0.08,0.22,0.45
Financial Chronos Small 46M 2021 Global,9,HIG,0.21,0.3,0.22,0.16,0.11
Financial Chronos Small 46M 2021 Global,9,HIGH.L,0.01,0.16,0.27,0.47,0.09
Financial Chronos Small 46M 2021 Global,9,HST,0.2,0.11,0.06,0.29,0.34
Financial Chronos Small 46M 2021 Global,9,HYG,0.05,0.16,0.43,0.32,0.04
Financial Chronos Small 46M 2021 Global,9,IAU,0.09,0.26,0.11,0.33,0.21
Financial Chronos Small 46M 2021 Global,9,ICLN,0.41,0.22,0.12,0.12,0.13
Financial Chronos Small 46M 2021 Global,9,IEAA.L,0.2,0.37,0.18,0.22,0.03
Financial Chronos Small 46M 2021 Global,9,IEF,0.04,0.24,0.28,0.34,0.1
Financial Chronos Small 46M 2021 Global,9,IEFM.L,0.24,0.36,0.27,0.11,0.02
Financial Chronos Small 46M 2021 Global,9,IEMG,0.09,0.12,0.14,0.15,0.5
Financial Chronos Small 46M 2021 Global,9,IEUS,0.13,0.1,0.15,0.09,0.53
Financial Chronos Small 46M 2021 Global,9,IEVL.L,0.16,0.12,0.18,0.38,0.16
Financial Chronos Small 46M 2021 Global,9,IGF,0.06,0.11,0.13,0.29,0.41
Financial Chronos Small 46M 2021 Global,9,INDA,0.1,0.21,0.18,0.41,0.1
Financial Chronos Small 46M 2021 Global,9,IUMO.L,0.1,0.18,0.29,0.22,0.21
Financial Chronos Small 46M 2021 Global,9,IUVL.L,0.09,0.23,0.2,0.25,0.23
Financial Chronos Small 46M 2021 Global,9,IVV,0.38,0.17,0.05,0.18,0.22
Financial Chronos Small 46M 2021 Global,9,IWM,0.17,0.17,0.11,0.11,0.44
Financial Chronos Small 46M 2021 Global,9,IXN,0.19,0.1,0.11,0.18,0.42
Financial Chronos Small 46M 2021 Global,9,JPEA.L,0.23,0.2,0.14,0.25,0.18
Financial Chronos Small 46M 2021 Global,9,JPM,0.38,0.29,0.13,0.12,0.08
Financial Chronos Small 46M 2021 Global,9,KR,0.28,0.25,0.13,0.15,0.19
Financial Chronos Small 46M 2021 Global,9,LQD,0.14,0.2,0.18,0.27,0.21
Financial Chronos Small 46M 2021 Global,9,MCHI,0.19,0.26,0.3,0.16,0.09
Financial Chronos Small 46M 2021 Global,9,META,0.58,0.17,0.08,0.09,0.08
Financial Chronos Small 46M 2021 Global,9,MVEU.L,0.2,0.15,0.25,0.24,0.16
Financial Chronos Small 46M 2021 Global,9,OGN,0.26,0.25,0.2,0.22,0.07
Financial Chronos Small 46M 2021 Global,9,PG,0.22,0.21,0.26,0.17,0.14
Financial Chronos Small 46M 2021 Global,9,PPL,0.08,0.18,0.16,0.24,0.34
Financial Chronos Small 46M 2021 Global,9,PRU,0.23,0.35,0.21,0.13,0.08
Financial Chronos Small 46M 2021 Global,9,PYPL,0.57,0.16,0.07,0.09,0.11
Financial Chronos Small 46M 2021 Global,9,RE,0.03,0.19,0.24,0.37,0.17
Financial Chronos Small 46M 2021 Global,9,REET,0.21,0.17,0.12,0.18,0.32
Financial Chronos Small 46M 2021 Global,9,ROL,0.04,0.21,0.15,0.41,0.19
Financial Chronos Small 46M 2021 Global,9,ROST,0.29,0.28,0.2,0.14,0.09
Financial Chronos Small 46M 2021 Global,9,SEGA.L,0.21,0.33,0.35,0.09,0.02
Financial Chronos Small 46M 2021 Global,9,SHY,0.02,0.2,0.43,0.35,0.0
Financial Chronos Small 46M 2021 Global,9,SLV,0.33,0.14,0.14,0.16,0.23
Financial Chronos Small 46M 2021 Global,9,SPMV.L,0.1,0.2,0.17,0.28,0.25
Financial Chronos Small 46M 2021 Global,9,TLT,0.6,0.22,0.12,0.02,0.04
Financial Chronos Small 46M 2021 Global,9,UNH,0.01,0.2,0.41,0.37,0.01
Financial Chronos Small 46M 2021 Global,9,URI,0.2,0.32,0.2,0.19,0.09
Financial Chronos Small 46M 2021 Global,9,V,0.44,0.17,0.08,0.12,0.19
Financial Chronos Small 46M 2021 Global,9,VRSK,0.04,0.26,0.45,0.25,0.0
Financial Chronos Small 46M 2021 Global,9,VXX,0.78,0.05,0.06,0.05,0.06
Financial Chronos Small 46M 2021 Global,9,WRK,0.37,0.22,0.12,0.12,0.17
Financial Chronos Small 46M 2021 Global,9,XLB,0.12,0.17,0.15,0.09,0.47
Financial Chronos Small 46M 2021 Global,9,XLC,0.21,0.11,0.14,0.13,0.41
Financial Chronos Small 46M 2021 Global,9,XLE,0.21,0.13,0.12,0.25,0.29
Financial Chronos Small 46M 2021 Global,9,XLF,0.13,0.26,0.15,0.27,0.19
Financial Chronos Small 46M 2021 Global,9,XLI,0.05,0.14,0.12,0.15,0.54
Financial Chronos Small 46M 2021 Global,9,XLK,0.12,0.1,0.15,0.15,0.48
Financial Chronos Small 46M 2021 Global,9,XLP,0.1,0.28,0.33,0.2,0.09
Financial Chronos Small 46M 2021 Global,9,XLU,0.02,0.06,0.28,0.41,0.23
Financial Chronos Small 46M 2021 Global,9,XLV,0.13,0.34,0.29,0.2,0.04
Financial Chronos Small 46M 2021 Global,9,XLY,0.35,0.11,0.11,0.1,0.33
Financial Chronos Small 46M 2021 Global,9,XOM,0.25,0.11,0.14,0.15,0.35
Financial Chronos Small 46M 2021 Global,10,ABBV,0.11,0.13,0.42,0.2,0.14
Financial Chronos Small 46M 2021 Global,10,ACN,0.15,0.45,0.33,0.07,0.0
Financial Chronos Small 46M 2021 Global,10,AEP,0.03,0.21,0.42,0.28,0.06
Financial Chronos Small 46M 2021 Global,10,AIZ,0.15,0.24,0.23,0.24,0.14
Financial Chronos Small 46M 2021 Global,10,ALLE,0.15,0.5,0.31,0.04,0.0
Financial Chronos Small 46M 2021 Global,10,AMAT,0.25,0.24,0.16,0.23,0.12
Financial Chronos Small 46M 2021 Global,10,AMP,0.11,0.41,0.34,0.14,0.0
Financial Chronos Small 46M 2021 Global,10,AMZN,0.6,0.08,0.11,0.04,0.17
Financial Chronos Small 46M 2021 Global,10,AVB,0.28,0.16,0.18,0.12,0.26
Financial Chronos Small 46M 2021 Global,10,AVY,0.19,0.41,0.21,0.17,0.02
Financial Chronos Small 46M 2021 Global,10,AXP,0.11,0.24,0.27,0.26,0.12
Financial Chronos Small 46M 2021 Global,10,BDX,0.15,0.44,0.35,0.04,0.02
Financial Chronos Small 46M 2021 Global,10,BF-B,0.04,0.37,0.44,0.15,0.0
Financial Chronos Small 46M 2021 Global,10,BMY,0.16,0.13,0.33,0.31,0.07
Financial Chronos Small 46M 2021 Global,10,BR,0.52,0.13,0.14,0.11,0.1
Financial Chronos Small 46M 2021 Global,10,CARR,0.23,0.44,0.2,0.11,0.02
Financial Chronos Small 46M 2021 Global,10,CDW,0.19,0.44,0.33,0.04,0.0
Financial Chronos Small 46M 2021 Global,10,CE,0.46,0.16,0.13,0.07,0.18
Financial Chronos Small 46M 2021 Global,10,CHTR,0.13,0.05,0.1,0.11,0.61
Financial Chronos Small 46M 2021 Global,10,CNC,0.27,0.23,0.16,0.21,0.13
Financial Chronos Small 46M 2021 Global,10,CNP,0.23,0.11,0.14,0.26,0.26
Financial Chronos Small 46M 2021 Global,10,COP,0.07,0.06,0.13,0.26,0.48
Financial Chronos Small 46M 2021 Global,10,CTAS,0.03,0.34,0.44,0.19,0.0
