model,round,symbol,Rank1,Rank2,Rank3,Rank4,Rank5,RPS
Chronos-2 120M (independent quantile sampling),6,DPZ,0.264,0.165,0.155,0.185,0.231,0.12443079999999998
Chronos-2 120M (independent quantile sampling),6,DRE,0.166,0.16,0.163,0.215,0.296,0.09651380000000001
Chronos-2 120M (independent quantile sampling),6,DXC,0.306,0.128,0.112,0.13,0.324,0.2226168
Chronos-2 120M (independent quantile sampling),6,EWA,0.172,0.227,0.206,0.241,0.154,0.07370520000000001
Chronos-2 120M (independent quantile sampling),6,EWC,0.186,0.239,0.201,0.216,0.158,0.0760122
Chronos-2 120M (independent quantile sampling),6,EWG,0.264,0.2,0.167,0.193,0.176,0.19922579999999998
Chronos-2 120M (independent quantile sampling),6,EWH,0.13,0.282,0.226,0.25,0.112,0.2492464
Chronos-2 120M (independent quantile sampling),6,EWJ,0.134,0.253,0.253,0.248,0.112,0.10717380000000001
Chronos-2 120M (independent quantile sampling),6,EWL,0.119,0.259,0.254,0.258,0.11,0.1097138
Chronos-2 120M (independent quantile sampling),6,EWQ,0.17,0.211,0.202,0.24,0.177,0.07585580000000001
Chronos-2 120M (independent quantile sampling),6,EWT,0.148,0.217,0.207,0.24,0.188,0.1287314
Chronos-2 120M (independent quantile sampling),6,EWU,0.16,0.246,0.231,0.236,0.127,0.0676668
Chronos-2 120M (independent quantile sampling),6,EWY,0.258,0.215,0.194,0.194,0.139,0.0949006
Chronos-2 120M (independent quantile sampling),6,EWZ,0.313,0.178,0.139,0.173,0.197,0.27615179999999995
Chronos-2 120M (independent quantile sampling),6,FTV,0.207,0.198,0.162,0.205,0.228,0.22486940000000005
Chronos-2 120M (independent quantile sampling),6,GOOG,0.313,0.132,0.124,0.151,0.28,0.139631
Chronos-2 120M (independent quantile sampling),6,GPC,0.125,0.176,0.164,0.226,0.309,0.15998639999999997
Chronos-2 120M (independent quantile sampling),6,GSG,0.216,0.14,0.146,0.199,0.299,0.1597594
Chronos-2 120M (independent quantile sampling),6,HIG,0.249,0.169,0.186,0.176,0.22,0.12998820000000003
Chronos-2 120M (independent quantile sampling),6,HIGH.L,0.03,0.287,0.471,0.205,0.007,0.2904764
Chronos-2 120M (independent quantile sampling),6,HST,0.281,0.125,0.123,0.151,0.32,0.19720760000000004
Chronos-2 120M (independent quantile sampling),6,HYG,0.052,0.318,0.392,0.213,0.025,0.2705746
Chronos-2 120M (independent quantile sampling),6,IAU,0.158,0.306,0.288,0.202,0.046,0.075176
Chronos-2 120M (independent quantile sampling),6,ICLN,0.295,0.156,0.112,0.158,0.279,0.2254472
Chronos-2 120M (independent quantile sampling),6,IEAA.L,0.015,0.347,0.524,0.112,0.002,0.2780538
Chronos-2 120M (independent quantile sampling),6,IEF,0.077,0.396,0.367,0.151,0.009,0.23106780000000002
Chronos-2 120M (independent quantile sampling),6,IEFM.L,0.122,0.252,0.244,0.236,0.146,0.11479999999999999
Chronos-2 120M (independent quantile sampling),6,IEMG,0.205,0.249,0.22,0.215,0.111,0.09174760000000001
Chronos-2 120M (independent quantile sampling),6,IEUS,0.217,0.19,0.204,0.238,0.151,0.227772
Chronos-2 120M (independent quantile sampling),6,IEVL.L,0.115,0.205,0.224,0.272,0.184,0.14348339999999998
Chronos-2 120M (independent quantile sampling),6,IGF,0.087,0.228,0.311,0.291,0.083,0.050711799999999994
Chronos-2 120M (independent quantile sampling),6,INDA,0.097,0.2,0.241,0.284,0.178,0.0685492
Chronos-2 120M (independent quantile sampling),6,IUMO.L,0.182,0.227,0.212,0.213,0.166,0.0743204
Chronos-2 120M (independent quantile sampling),6,IUVL.L,0.135,0.237,0.215,0.219,0.194,0.07296280000000001
Chronos-2 120M (independent quantile sampling),6,IVV,0.165,0.201,0.176,0.257,0.201,0.0990692
Chronos-2 120M (independent quantile sampling),6,IWM,0.182,0.199,0.188,0.212,0.219,0.1100014
Chronos-2 120M (independent quantile sampling),6,IXN,0.22,0.169,0.146,0.213,0.252,0.10989
Chronos-2 120M (independent quantile sampling),6,JPEA.L,0.094,0.394,0.363,0.138,0.011,0.0586604
Chronos-2 120M (independent quantile sampling),6,JPM,0.188,0.182,0.164,0.216,0.25,0.09037999999999999
Chronos-2 120M (independent quantile sampling),6,KR,0.233,0.172,0.139,0.191,0.265,0.11689500000000001
Chronos-2 120M (independent quantile sampling),6,LQD,0.091,0.383,0.35,0.166,0.01,0.22680660000000002
Chronos-2 120M (independent quantile sampling),6,MCHI,0.336,0.153,0.132,0.143,0.236,0.18027079999999998
Chronos-2 120M (independent quantile sampling),6,META,0.383,0.108,0.074,0.107,0.328,0.1873158
Chronos-2 120M (independent quantile sampling),6,MVEU.L,0.057,0.229,0.336,0.309,0.069,0.13213799999999995
Chronos-2 120M (independent quantile sampling),6,OGN,0.296,0.18,0.123,0.167,0.234,0.1971498
Chronos-2 120M (independent quantile sampling),6,PG,0.12,0.207,0.186,0.259,0.228,0.08209640000000003
Chronos-2 120M (independent quantile sampling),6,PPL,0.165,0.218,0.247,0.246,0.124,0.267638
Chronos-2 120M (independent quantile sampling),6,PRU,0.198,0.142,0.163,0.208,0.289,0.0982668
Chronos-2 120M (independent quantile sampling),6,PYPL,0.421,0.09,0.077,0.104,0.308,0.252594
Chronos-2 120M (independent quantile sampling),6,RE,0.252,0.199,0.164,0.198,0.187,0.09001980000000001
Chronos-2 120M (independent quantile sampling),6,REET,0.13,0.268,0.256,0.237,0.109,0.061380199999999996
Chronos-2 120M (independent quantile sampling),6,ROL,0.197,0.173,0.157,0.225,0.248,0.2653884
Chronos-2 120M (independent quantile sampling),6,ROST,0.303,0.135,0.14,0.14,0.282,0.1394522
Chronos-2 120M (independent quantile sampling),6,SEGA.L,0.084,0.386,0.379,0.143,0.008,0.22856420000000005
Chronos-2 120M (independent quantile sampling),6,SHY,0.0,0.217,0.774,0.009,0.0,0.322634
Chronos-2 120M (independent quantile sampling),6,SLV,0.322,0.223,0.195,0.156,0.104,0.07782499999999999
Chronos-2 120M (independent quantile sampling),6,SPMV.L,0.121,0.22,0.277,0.266,0.116,0.0580604
Chronos-2 120M (independent quantile sampling),6,TLT,0.247,0.267,0.214,0.195,0.077,0.1766236
Chronos-2 120M (independent quantile sampling),6,UNH,0.168,0.174,0.156,0.227,0.275,0.09456339999999999
Chronos-2 120M (independent quantile sampling),6,URI,0.269,0.127,0.108,0.145,0.351,0.18087880000000003
Chronos-2 120M (independent quantile sampling),6,V,0.209,0.167,0.154,0.197,0.273,0.26209720000000003
Chronos-2 120M (independent quantile sampling),6,VRSK,0.181,0.205,0.194,0.232,0.188,0.1107002
Chronos-2 120M (independent quantile sampling),6,VXX,0.66,0.105,0.057,0.067,0.111,0.04296599999999999
Chronos-2 120M (independent quantile sampling),6,WRK,0.267,0.165,0.124,0.155,0.289,0.13491399999999998
Chronos-2 120M (independent quantile sampling),6,XLB,0.157,0.213,0.182,0.272,0.176,0.07864579999999999
Chronos-2 120M (independent quantile sampling),6,XLC,0.248,0.195,0.162,0.165,0.23,0.0933356
Chronos-2 120M (independent quantile sampling),6,XLE,0.201,0.136,0.151,0.156,0.356,0.16137
Chronos-2 120M (independent quantile sampling),6,XLF,0.146,0.191,0.203,0.271,0.189,0.0924412
Chronos-2 120M (independent quantile sampling),6,XLI,0.152,0.242,0.222,0.235,0.149,0.1159994
Chronos-2 120M (independent quantile sampling),6,XLK,0.192,0.168,0.19,0.186,0.264,0.10773200000000001
Chronos-2 120M (independent quantile sampling),6,XLP,0.058,0.221,0.302,0.32,0.099,0.05331340000000001
Chronos-2 120M (independent quantile sampling),6,XLU,0.142,0.224,0.246,0.244,0.144,0.25228
Chronos-2 120M (independent quantile sampling),6,XLV,0.116,0.234,0.256,0.258,0.136,0.12193759999999995
Chronos-2 120M (independent quantile sampling),6,XLY,0.268,0.176,0.143,0.168,0.245,0.1347108
Chronos-2 120M (independent quantile sampling),6,XOM,0.181,0.126,0.111,0.181,0.401,0.092507
Chronos-2 120M (independent quantile sampling),7,ABBV,0.165,0.198,0.177,0.25,0.21,0.2149388
Chronos-2 120M (independent quantile sampling),7,ACN,0.196,0.171,0.148,0.205,0.28,0.27214600000000005
Chronos-2 120M (independent quantile sampling),7,AEP,0.101,0.182,0.239,0.279,0.199,0.080475
Chronos-2 120M (independent quantile sampling),7,AIZ,0.148,0.172,0.198,0.251,0.231,0.2947978
Chronos-2 120M (independent quantile sampling),7,ALLE,0.235,0.177,0.164,0.2,0.224,0.2321842
Chronos-2 120M (independent quantile sampling),7,AMAT,0.321,0.109,0.095,0.119,0.356,0.22766040000000004
Chronos-2 120M (independent quantile sampling),7,AMP,0.198,0.149,0.138,0.181,0.334,0.1012788
Chronos-2 120M (independent quantile sampling),7,AMZN,0.307,0.128,0.096,0.125,0.344,0.2275542
Chronos-2 120M (independent quantile sampling),7,AVB,0.224,0.199,0.169,0.205,0.203,0.08735559999999999
Chronos-2 120M (independent quantile sampling),7,AVY,0.195,0.147,0.151,0.181,0.326,0.2888628
Chronos-2 120M (independent quantile sampling),7,AXP,0.239,0.181,0.151,0.18,0.249,0.09591260000000001
Chronos-2 120M (independent quantile sampling),7,BDX,0.172,0.195,0.189,0.235,0.209,0.10341800000000001
Chronos-2 120M (independent quantile sampling),7,BF-B,0.156,0.194,0.206,0.247,0.197,0.13655620000000002
Chronos-2 120M (independent quantile sampling),7,BMY,0.174,0.214,0.23,0.236,0.146,0.06961200000000001
Chronos-2 120M (independent quantile sampling),7,BR,0.162,0.17,0.144,0.242,0.282,0.09811360000000002
Chronos-2 120M (independent quantile sampling),7,CARR,0.182,0.15,0.159,0.181,0.328,0.1692026
Chronos-2 120M (independent quantile sampling),7,CDW,0.168,0.154,0.14,0.197,0.341,0.1787266
Chronos-2 120M (independent quantile sampling),7,CE,0.31,0.157,0.136,0.172,0.225,0.1936846
Chronos-2 120M (independent quantile sampling),7,CHTR,0.373,0.164,0.123,0.162,0.178,0.1509564
Chronos-2 120M (independent quantile sampling),7,CNC,0.247,0.139,0.13,0.19,0.294,0.2529394
Chronos-2 120M (independent quantile sampling),7,CNP,0.123,0.164,0.176,0.271,0.266,0.17012460000000001
Chronos-2 120M (independent quantile sampling),7,COP,0.255,0.12,0.099,0.136,0.39,0.1604852
Chronos-2 120M (independent quantile sampling),7,CTAS,0.154,0.174,0.156,0.232,0.284,0.16444240000000004
Chronos-2 120M (independent quantile sampling),7,CZR,0.411,0.086,0.065,0.102,0.336,0.16893400000000003
Chronos-2 120M (independent quantile sampling),7,DG,0.161,0.194,0.208,0.232,0.205,0.10218799999999999
Chronos-2 120M (independent quantile sampling),7,DPZ,0.282,0.172,0.15,0.18,0.216,0.2034224
Chronos-2 120M (independent quantile sampling),7,DRE,0.14,0.138,0.153,0.223,0.346,0.34087219999999996
Chronos-2 120M (independent quantile sampling),7,DXC,0.397,0.12,0.1,0.122,0.261,0.27034159999999996
Chronos-2 120M (independent quantile sampling),7,EWA,0.175,0.254,0.229,0.222,0.12,0.069206
Chronos-2 120M (independent quantile sampling),7,EWC,0.159,0.245,0.226,0.219,0.151,0.06963960000000001
Chronos-2 120M (independent quantile sampling),7,EWG,0.319,0.229,0.174,0.164,0.114,0.09846900000000001
Chronos-2 120M (independent quantile sampling),7,EWH,0.175,0.303,0.233,0.215,0.074,0.1540212
Chronos-2 120M (independent quantile sampling),7,EWJ,0.165,0.291,0.271,0.202,0.071,0.08054620000000001
Chronos-2 120M (independent quantile sampling),7,EWL,0.118,0.273,0.27,0.251,0.088,0.05789399999999999
Chronos-2 120M (independent quantile sampling),7,EWQ,0.178,0.224,0.213,0.238,0.147,0.0726244
Chronos-2 120M (independent quantile sampling),7,EWT,0.198,0.235,0.201,0.223,0.143,0.10301960000000002
Chronos-2 120M (independent quantile sampling),7,EWU,0.149,0.259,0.238,0.242,0.112,0.10210499999999997
Chronos-2 120M (independent quantile sampling),7,EWY,0.298,0.24,0.185,0.173,0.104,0.07795859999999998
Chronos-2 120M (independent quantile sampling),7,EWZ,0.275,0.176,0.132,0.172,0.245,0.13578799999999996
Chronos-2 120M (independent quantile sampling),7,FTV,0.184,0.195,0.167,0.215,0.239,0.0881468
Chronos-2 120M (independent quantile sampling),7,GOOG,0.255,0.13,0.13,0.183,0.302,0.2519358
Chronos-2 120M (independent quantile sampling),7,GPC,0.096,0.156,0.158,0.229,0.361,0.1298282
Chronos-2 120M (independent quantile sampling),7,GSG,0.201,0.157,0.166,0.216,0.26,0.10214820000000002
Chronos-2 120M (independent quantile sampling),7,HIG,0.247,0.156,0.181,0.184,0.232,0.12365960000000002
Chronos-2 120M (independent quantile sampling),7,HIGH.L,0.053,0.388,0.437,0.118,0.004,0.392038
Chronos-2 120M (independent quantile sampling),7,HST,0.272,0.12,0.134,0.146,0.328,0.11198159999999999
Chronos-2 120M (independent quantile sampling),7,HYG,0.057,0.321,0.39,0.208,0.024,0.1473066
Chronos-2 120M (independent quantile sampling),7,IAU,0.179,0.309,0.284,0.187,0.041,0.17357000000000003
Chronos-2 120M (independent quantile sampling),7,ICLN,0.358,0.15,0.116,0.154,0.222,0.2761776
Chronos-2 120M (independent quantile sampling),7,IEAA.L,0.023,0.432,0.468,0.076,0.001,0.21189680000000002
Chronos-2 120M (independent quantile sampling),7,IEF,0.068,0.415,0.378,0.133,0.006,0.195854
Chronos-2 120M (independent quantile sampling),7,IEFM.L,0.127,0.271,0.241,0.241,0.12,0.2714508
Chronos-2 120M (independent quantile sampling),7,IEMG,0.203,0.263,0.235,0.207,0.092,0.07124599999999999
Chronos-2 120M (independent quantile sampling),7,IEUS,0.264,0.204,0.198,0.212,0.122,0.09583200000000001
Chronos-2 120M (independent quantile sampling),7,IEVL.L,0.116,0.217,0.247,0.271,0.149,0.09658920000000001
Chronos-2 120M (independent quantile sampling),7,IGF,0.072,0.199,0.33,0.301,0.098,0.04948600000000001
Chronos-2 120M (independent quantile sampling),7,INDA,0.133,0.237,0.242,0.265,0.123,0.25965239999999995
Chronos-2 120M (independent quantile sampling),7,IUMO.L,0.159,0.217,0.228,0.248,0.148,0.06907540000000001
Chronos-2 120M (independent quantile sampling),7,IUVL.L,0.139,0.245,0.237,0.218,0.161,0.11366780000000001
Chronos-2 120M (independent quantile sampling),7,IVV,0.14,0.18,0.18,0.26,0.24,0.15792
Chronos-2 120M (independent quantile sampling),7,IWM,0.177,0.205,0.191,0.22,0.207,0.12768620000000003
Chronos-2 120M (independent quantile sampling),7,IXN,0.208,0.163,0.156,0.225,0.248,0.26162760000000007
Chronos-2 120M (independent quantile sampling),7,JPEA.L,0.131,0.354,0.334,0.161,0.02,0.37670939999999997
Chronos-2 120M (independent quantile sampling),7,JPM,0.265,0.199,0.161,0.201,0.174,0.2716844
Chronos-2 120M (independent quantile sampling),7,KR,0.254,0.156,0.138,0.171,0.281,0.1223762
Chronos-2 120M (independent quantile sampling),7,LQD,0.078,0.374,0.373,0.165,0.01,0.17822259999999998
Chronos-2 120M (independent quantile sampling),7,MCHI,0.404,0.193,0.136,0.144,0.123,0.21440859999999998
Chronos-2 120M (independent quantile sampling),7,META,0.375,0.104,0.07,0.124,0.327,0.19447920000000002
Chronos-2 120M (independent quantile sampling),7,MVEU.L,0.051,0.243,0.367,0.293,0.046,0.12361479999999998
Chronos-2 120M (independent quantile sampling),7,OGN,0.304,0.181,0.144,0.163,0.208,0.10170919999999999
Chronos-2 120M (independent quantile sampling),7,PG,0.142,0.203,0.191,0.251,0.213,0.1419708
Chronos-2 120M (independent quantile sampling),7,PPL,0.111,0.2,0.201,0.257,0.231,0.0801094
Chronos-2 120M (independent quantile sampling),7,PRU,0.202,0.139,0.167,0.2,0.292,0.2796826
Chronos-2 120M (independent quantile sampling),7,PYPL,0.444,0.092,0.074,0.108,0.282,0.2744112
Chronos-2 120M (independent quantile sampling),7,RE,0.23,0.171,0.16,0.198,0.241,0.22090060000000006
Chronos-2 120M (independent quantile sampling),7,REET,0.105,0.241,0.268,0.258,0.128,0.1208242
Chronos-2 120M (independent quantile sampling),7,ROL,0.24,0.176,0.156,0.202,0.226,0.23138319999999996
Chronos-2 120M (independent quantile sampling),7,ROST,0.264,0.112,0.12,0.162,0.342,0.1780104
Chronos-2 120M (independent quantile sampling),7,SEGA.L,0.091,0.393,0.38,0.129,0.007,0.3950164
Chronos-2 120M (independent quantile sampling),7,SHY,0.001,0.268,0.725,0.006,0.0,0.41207960000000005
Chronos-2 120M (independent quantile sampling),7,SLV,0.389,0.214,0.152,0.136,0.109,0.37576719999999997
Chronos-2 120M (independent quantile sampling),7,SPMV.L,0.07,0.193,0.304,0.305,0.128,0.15038840000000003
Chronos-2 120M (independent quantile sampling),7,TLT,0.274,0.266,0.216,0.182,0.062,0.08601120000000001
Chronos-2 120M (independent quantile sampling),7,UNH,0.147,0.165,0.152,0.237,0.299,0.08473
Chronos-2 120M (independent quantile sampling),7,URI,0.301,0.127,0.095,0.147,0.33,0.2304428
Chronos-2 120M (independent quantile sampling),7,V,0.24,0.18,0.154,0.19,0.236,0.12623440000000002
Chronos-2 120M (independent quantile sampling),7,VRSK,0.142,0.171,0.203,0.242,0.242,0.1569906
Chronos-2 120M (independent quantile sampling),7,VXX,0.62,0.101,0.071,0.068,0.14,0.19342100000000004
Chronos-2 120M (independent quantile sampling),7,WRK,0.261,0.166,0.128,0.161,0.284,0.23062619999999995
Chronos-2 120M (independent quantile sampling),7,XLB,0.138,0.22,0.186,0.287,0.169,0.133541
Chronos-2 120M (independent quantile sampling),7,XLC,0.234,0.19,0.181,0.177,0.218,0.22441619999999998
Chronos-2 120M (independent quantile sampling),7,XLE,0.223,0.148,0.143,0.154,0.332,0.17955800000000002
Chronos-2 120M (independent quantile sampling),7,XLF,0.166,0.203,0.208,0.249,0.174,0.07458440000000001
Chronos-2 120M (independent quantile sampling),7,XLI,0.131,0.227,0.222,0.248,0.172,0.2746618
Chronos-2 120M (independent quantile sampling),7,XLK,0.176,0.162,0.199,0.185,0.278,0.28177460000000004
Chronos-2 120M (independent quantile sampling),7,XLP,0.041,0.195,0.295,0.335,0.134,0.1646588
Chronos-2 120M (independent quantile sampling),7,XLU,0.087,0.197,0.217,0.299,0.2,0.0758452
Chronos-2 120M (independent quantile sampling),7,XLV,0.086,0.206,0.286,0.285,0.137,0.08910259999999998
Chronos-2 120M (independent quantile sampling),7,XLY,0.215,0.151,0.15,0.186,0.298,0.1006482
Chronos-2 120M (independent quantile sampling),7,XOM,0.231,0.142,0.117,0.16,0.35,0.171018
Chronos-2 120M (independent quantile sampling),8,ABBV,0.107,0.152,0.186,0.284,0.271,0.1615992
Chronos-2 120M (independent quantile sampling),8,ACN,0.243,0.177,0.14,0.203,0.237,0.09704359999999997
Chronos-2 120M (independent quantile sampling),8,AEP,0.121,0.196,0.244,0.279,0.16,0.29149020000000003
Chronos-2 120M (independent quantile sampling),8,AIZ,0.198,0.209,0.19,0.235,0.168,0.1178972
Chronos-2 120M (independent quantile sampling),8,ALLE,0.299,0.184,0.169,0.173,0.175,0.2856838
Chronos-2 120M (independent quantile sampling),8,AMAT,0.332,0.105,0.095,0.129,0.339,0.21942759999999994
Chronos-2 120M (independent quantile sampling),8,AMP,0.194,0.153,0.131,0.18,0.342,0.10069860000000001
Chronos-2 120M (independent quantile sampling),8,AMZN,0.365,0.139,0.086,0.125,0.285,0.1797132
Chronos-2 120M (independent quantile sampling),8,AVB,0.199,0.188,0.161,0.225,0.227,0.2546406
Chronos-2 120M (independent quantile sampling),8,AVY,0.255,0.179,0.146,0.172,0.248,0.13025699999999998
Chronos-2 120M (independent quantile sampling),8,AXP,0.21,0.153,0.143,0.2,0.294,0.15606820000000002
Chronos-2 120M (independent quantile sampling),8,BDX,0.169,0.191,0.199,0.247,0.194,0.1340556
Chronos-2 120M (independent quantile sampling),8,BF-B,0.157,0.196,0.21,0.249,0.188,0.13391420000000004
Chronos-2 120M (independent quantile sampling),8,BMY,0.162,0.21,0.222,0.249,0.157,0.2456226
Chronos-2 120M (independent quantile sampling),8,BR,0.201,0.178,0.177,0.216,0.228,0.2546324
Chronos-2 120M (independent quantile sampling),8,CARR,0.247,0.177,0.148,0.169,0.259,0.12861000000000003
Chronos-2 120M (independent quantile sampling),8,CDW,0.207,0.177,0.154,0.2,0.262,0.14087860000000002
Chronos-2 120M (independent quantile sampling),8,CE,0.333,0.156,0.13,0.163,0.218,0.179739
Chronos-2 120M (independent quantile sampling),8,CHTR,0.363,0.176,0.142,0.163,0.156,0.1488774
Chronos-2 120M (independent quantile sampling),8,CNC,0.269,0.142,0.143,0.177,0.269,0.13811179999999998
Chronos-2 120M (independent quantile sampling),8,CNP,0.113,0.167,0.173,0.272,0.275,0.33600060000000004
Chronos-2 120M (independent quantile sampling),8,COP,0.199,0.101,0.114,0.132,0.454,0.11982260000000003
Chronos-2 120M (independent quantile sampling),8,CTAS,0.168,0.197,0.153,0.231,0.251,0.09135479999999999
Chronos-2 120M (independent quantile sampling),8,CZR,0.38,0.09,0.072,0.095,0.363,0.2013666
Chronos-2 120M (independent quantile sampling),8,DG,0.227,0.209,0.185,0.202,0.177,0.131719
Chronos-2 120M (independent quantile sampling),8,DPZ,0.341,0.163,0.129,0.167,0.2,0.10899719999999999
Chronos-2 120M (independent quantile sampling),8,DRE,0.207,0.168,0.16,0.207,0.258,0.1432526
Chronos-2 120M (independent quantile sampling),8,DXC,0.298,0.107,0.096,0.13,0.369,0.1803982
Chronos-2 120M (independent quantile sampling),8,EWA,0.149,0.218,0.225,0.245,0.163,0.1231846
Chronos-2 120M (independent quantile sampling),8,EWC,0.144,0.224,0.232,0.228,0.172,0.12194880000000001
Chronos-2 120M (independent quantile sampling),8,EWG,0.279,0.211,0.159,0.184,0.167,0.0938062
Chronos-2 120M (independent quantile sampling),8,EWH,0.141,0.291,0.232,0.241,0.095,0.09288520000000003
Chronos-2 120M (independent quantile sampling),8,EWJ,0.146,0.278,0.256,0.236,0.084,0.0621096
Chronos-2 120M (independent quantile sampling),8,EWL,0.124,0.269,0.249,0.26,0.098,0.0615186
Chronos-2 120M (independent quantile sampling),8,EWQ,0.17,0.199,0.187,0.26,0.184,0.07921059999999999
Chronos-2 120M (independent quantile sampling),8,EWT,0.152,0.221,0.208,0.232,0.187,0.2645526
Chronos-2 120M (independent quantile sampling),8,EWU,0.14,0.227,0.235,0.242,0.156,0.0674058
Chronos-2 120M (independent quantile sampling),8,EWY,0.245,0.217,0.196,0.189,0.153,0.09796840000000002
Chronos-2 120M (independent quantile sampling),8,EWZ,0.224,0.166,0.142,0.187,0.281,0.20045220000000005
Chronos-2 120M (independent quantile sampling),8,FTV,0.203,0.206,0.165,0.203,0.223,0.08793899999999996
Chronos-2 120M (independent quantile sampling),8,GOOG,0.276,0.139,0.13,0.167,0.288,0.107674
Chronos-2 120M (independent quantile sampling),8,GPC,0.137,0.168,0.163,0.225,0.307,0.16221340000000004
Chronos-2 120M (independent quantile sampling),8,GSG,0.154,0.16,0.164,0.243,0.279,0.1741274
Chronos-2 120M (independent quantile sampling),8,HIG,0.229,0.151,0.187,0.204,0.229,0.22255419999999998
Chronos-2 120M (independent quantile sampling),8,HIGH.L,0.046,0.33,0.465,0.155,0.004,0.3685578
Chronos-2 120M (independent quantile sampling),8,HST,0.243,0.114,0.129,0.167,0.347,0.10862059999999998
Chronos-2 120M (independent quantile sampling),8,HYG,0.047,0.332,0.407,0.197,0.017,0.152787
Chronos-2 120M (independent quantile sampling),8,IAU,0.148,0.308,0.282,0.212,0.05,0.3353968
Chronos-2 120M (independent quantile sampling),8,ICLN,0.281,0.158,0.114,0.162,0.285,0.22254319999999997
Chronos-2 120M (independent quantile sampling),8,IEAA.L,0.013,0.441,0.489,0.057,0.0,0.2191068
Chronos-2 120M (independent quantile sampling),8,IEF,0.052,0.432,0.398,0.118,0.0,0.2029768
Chronos-2 120M (independent quantile sampling),8,IEFM.L,0.138,0.26,0.237,0.231,0.134,0.1197258
Chronos-2 120M (independent quantile sampling),8,IEMG,0.179,0.254,0.216,0.226,0.125,0.0984712
Chronos-2 120M (independent quantile sampling),8,IEUS,0.242,0.185,0.195,0.213,0.165,0.1114004
Chronos-2 120M (independent quantile sampling),8,IEVL.L,0.111,0.201,0.226,0.278,0.184,0.086593
Chronos-2 120M (independent quantile sampling),8,IGF,0.062,0.183,0.308,0.324,0.123,0.33296139999999996
Chronos-2 120M (independent quantile sampling),8,INDA,0.096,0.193,0.243,0.298,0.17,0.0681322
Chronos-2 120M (independent quantile sampling),8,IUMO.L,0.175,0.228,0.225,0.218,0.154,0.2606268
Chronos-2 120M (independent quantile sampling),8,IUVL.L,0.171,0.227,0.212,0.205,0.185,0.118794
Chronos-2 120M (independent quantile sampling),8,IVV,0.162,0.193,0.181,0.256,0.208,0.08216579999999998
Chronos-2 120M (independent quantile sampling),8,IWM,0.139,0.196,0.201,0.217,0.247,0.0815702
Chronos-2 120M (independent quantile sampling),8,IXN,0.239,0.182,0.162,0.205,0.212,0.12223899999999999
Chronos-2 120M (independent quantile sampling),8,JPEA.L,0.102,0.368,0.341,0.171,0.018,0.0534698
Chronos-2 120M (independent quantile sampling),8,JPM,0.213,0.178,0.161,0.206,0.242,0.11230359999999999
Chronos-2 120M (independent quantile sampling),8,KR,0.22,0.172,0.147,0.206,0.255,0.139122
Chronos-2 120M (independent quantile sampling),8,LQD,0.077,0.397,0.373,0.146,0.007,0.050812600000000006
Chronos-2 120M (independent quantile sampling),8,MCHI,0.349,0.185,0.142,0.146,0.178,0.15552339999999998
Chronos-2 120M (independent quantile sampling),8,META,0.439,0.096,0.083,0.108,0.274,0.15038919999999997
Chronos-2 120M (independent quantile sampling),8,MVEU.L,0.09,0.285,0.323,0.255,0.047,0.1276276
Chronos-2 120M (independent quantile sampling),8,OGN,0.226,0.189,0.154,0.195,0.236,0.2365516
Chronos-2 120M (independent quantile sampling),8,PG,0.187,0.23,0.189,0.244,0.15,0.11051879999999996
Chronos-2 120M (independent quantile sampling),8,PPL,0.112,0.203,0.204,0.258,0.223,0.3077718
Chronos-2 120M (independent quantile sampling),8,PRU,0.209,0.137,0.175,0.2,0.279,0.19093579999999993
Chronos-2 120M (independent quantile sampling),8,PYPL,0.397,0.111,0.08,0.107,0.305,0.1736884
Chronos-2 120M (independent quantile sampling),8,RE,0.184,0.173,0.156,0.21,0.277,0.10024059999999999
Chronos-2 120M (independent quantile sampling),8,REET,0.105,0.236,0.263,0.257,0.139,0.2822886
Chronos-2 120M (independent quantile sampling),8,ROL,0.204,0.16,0.149,0.208,0.279,0.1914244
Chronos-2 120M (independent quantile sampling),8,ROST,0.246,0.119,0.117,0.171,0.347,0.1704948
Chronos-2 120M (independent quantile sampling),8,SEGA.L,0.077,0.408,0.396,0.113,0.006,0.2034702
Chronos-2 120M (independent quantile sampling),8,SHY,0.0,0.225,0.768,0.007,0.0,0.40733479999999994
Chronos-2 120M (independent quantile sampling),8,SLV,0.285,0.175,0.181,0.185,0.174,0.09039639999999997
Chronos-2 120M (independent quantile sampling),8,SPMV.L,0.135,0.23,0.286,0.248,0.101,0.1170904
Chronos-2 120M (independent quantile sampling),8,TLT,0.269,0.286,0.22,0.184,0.041,0.08653839999999999
Chronos-2 120M (independent quantile sampling),8,UNH,0.149,0.176,0.162,0.24,0.273,0.17870479999999997
Chronos-2 120M (independent quantile sampling),8,URI,0.296,0.116,0.107,0.136,0.345,0.1291492
Chronos-2 120M (independent quantile sampling),8,V,0.251,0.18,0.148,0.186,0.235,0.1278456
Chronos-2 120M (independent quantile sampling),8,VRSK,0.191,0.218,0.204,0.21,0.177,0.113372
Chronos-2 120M (independent quantile sampling),8,VXX,0.644,0.121,0.07,0.064,0.101,0.5010774
Chronos-2 120M (independent quantile sampling),8,WRK,0.39,0.151,0.104,0.136,0.219,0.12375340000000001
